action_limit_u,effective_force_at_+u,effective_force_at_-u,fraction_of_max_force
2.0,1.9933598924991163,-1.9933598924991163,0.09966799462495582
5.0,4.898373248074183,-4.898373248074183,0.24491866240370913
10.0,9.242343145200195,-9.242343145200195,0.46211715726000974
20.0,15.231883119115297,-15.231883119115297,0.7615941559557649
40.0,19.280551601516336,-19.280551601516336,0.9640275800758168
