label,kind,mean_loss,final_abs_theta,final_abs_x,max_abs_action,final_abs_theta_dot,optimisation_loss
linear_near,linear,0.005533962598219544,5.9487594405993605e-08,7.85323895996075e-08,6.184642989740418,9.586571002942015e-08,0.005536586739489795
nonlinear_near,nonlinear,0.005540379788876377,8.323381428532173e-07,5.986922199001699e-06,6.186183121852005,9.874199784958765e-07,0.0055430055544234795
linear_hard,linear,0.8259386571185796,1.3171215859942635,153.92450514784335,4.190862092397948,12.060370024258686,0.8004574993070372
nonlinear_hard,nonlinear,0.07222159716533283,0.005782051219095585,0.10339292790310496,19.58036378754749,0.00458822854369276,0.07224294703332393
