policy,noise_type,noise_level,seed,mean_loss,final_abs_theta,final_abs_x,max_abs_action,success_final_theta_lt_0p25
linear_near,action,0.005,22,0.006029544363267536,0.0010066732055871164,0.0035001730094314956,6.302908920300354,True
linear_near,action,0.005,23,0.0059961664536547265,0.001228734773789597,0.009483895248432166,6.265713911276108,True
linear_near,action,0.005,24,0.006088762638710073,0.0033162672358333367,0.0014368740627180984,6.226259354626653,True
linear_near,action,0.005,25,0.006036590409052554,0.0031283178666230427,0.01066238759474318,6.258631951491949,True
linear_near,action,0.005,26,0.006075426961365149,0.0025727242202675527,0.005660176875791776,6.153803540964648,True
linear_near,action,0.005,27,0.0059896022743430085,0.004987140287474823,0.012836226453664038,6.2280163883473945,True
linear_near,action,0.005,28,0.006035907117221287,0.001929629452374293,0.004481789287904937,6.288796735725819,True
linear_near,action,0.005,29,0.005856593892665359,0.003575040927018769,0.011909253565770933,6.225087617299767,True
linear_near,action,0.01,0,0.007666500315223604,0.008156431575007783,0.004041788717966957,5.92885525000723,True
linear_near,action,0.01,1,0.007510633184640751,0.0029878271611085694,0.009229526445026425,5.815662376024516,True
linear_near,action,0.01,2,0.007608730533132957,0.0076732512262309704,0.004364059223729371,5.892405202832678,True
linear_near,action,0.01,3,0.007340362510846589,0.008067725349235388,0.019845817504077143,6.05073665211038,True
linear_near,action,0.01,4,0.007385187944900267,0.005162139498972262,0.009532684634038788,6.186287060894008,True
linear_near,action,0.01,5,0.006967772771934322,0.000568291133085097,0.006592410409457681,6.47642863151473,True
linear_near,action,0.01,6,0.007414935148131761,0.0018491120208561362,0.00171555540165149,6.504853237657073,True
linear_near,action,0.01,7,0.007111512415367545,0.000407907149750919,0.0077604015030446625,6.1836857875970805,True
linear_near,action,0.01,8,0.006985316441901292,0.005441284283058234,0.01774221599199518,6.067074447739325,True
linear_near,action,0.01,9,0.007454947756694731,0.004953922317985082,0.010600131842636973,6.2907187811094145,True
linear_near,action,0.01,10,0.007013295629591676,0.012859579806400845,0.022554171655267956,6.433748042863366,True
linear_near,action,0.01,11,0.007386444662459147,0.0063118887844093585,0.020026240609282,6.2066775357899875,True
linear_near,action,0.01,12,0.008230521130258829,0.0013181618297295472,0.0268432710440255,6.600234457078138,True
linear_near,action,0.01,13,0.007130200447384835,0.009551175447704896,0.007133250891917123,6.17822857449462,True
linear_near,action,0.01,14,0.007725112943429739,0.00867986704936996,0.010674433214166315,6.106704764955518,True
linear_near,action,0.01,15,0.007468283086128698,0.0044323109783404036,0.00012477936897458788,6.004027820565322,True
linear_near,action,0.01,16,0.007467617911855178,0.006495905561273663,0.012987483586070589,6.042138075307092,True
linear_near,action,0.01,17,0.007650352286053288,0.002675797187667417,0.001894207515958009,6.191906439483042,True
linear_near,action,0.01,18,0.0073006479388780555,0.0002818576765526437,0.015292082479441865,6.155923434228436,True
linear_near,action,0.01,19,0.007248926540736564,0.013059754142173752,0.013280095290327363,6.2547185454369005,True
linear_near,action,0.01,20,0.007295554827745989,0.004988014015905762,0.0036707839294077022,6.434124937118344,True
linear_near,action,0.01,21,0.007459059201366899,0.007527100159283595,0.010297688863912392,6.224086841133842,True
linear_near,action,0.01,22,0.007496648663631892,0.0020210218042584494,0.006992105018980947,6.421174850860289,True
linear_near,action,0.01,23,0.007377341598942438,0.002462473668253029,0.018947693688436063,6.346784832811798,True
linear_near,action,0.01,24,0.007731304598853962,0.006640102740461451,0.0028450313913787294,6.267875719512888,True
linear_near,action,0.01,25,0.007531842242274142,0.006257280114924768,0.021323040052430287,6.3326209132434785,True
linear_near,action,0.01,26,0.007688357025199905,0.005132791457849173,0.011337553068320672,6.122964092188878,True
linear_near,action,0.01,27,0.007350795452843307,0.009969324988952533,0.025679534101979443,6.271389786954371,True
linear_near,action,0.01,28,0.00753305922548028,0.0038692797116945954,0.008953645954039672,6.392950481711221,True
linear_near,action,0.01,29,0.006819140095527473,0.007151957469890835,0.023845852353048844,6.265532244859116,True
linear_near,action,0.03,0,0.023578611235618812,0.0245250386954865,0.011134137642366097,5.417279770540855,True
