time,x,x_dot,theta_wrapped,theta_dot,action,effective_force,point_loss
0.1,0.09905693053566561,1.8827228574078296,-2.852900615970139,5.316050318877245,14.57083786631549,12.443449691589635,0.9896836276234537
0.2,0.2971175151836189,2.0363545728161947,-2.3610163832635553,4.215090513651458,4.22854252424701,4.166641810482366,0.9581884799994178
0.30000000000000004,0.4960083137949499,1.9750065419664222,-2.066070851912291,1.7132867316781464,2.1496343291555653,2.1413946479320565,0.9024842642844458
0.4,0.6986647182787312,2.0824904238601865,-2.022314183585081,-0.7905517229133423,2.5446281721290833,2.5309858307387847,0.8946111033280774
0.5,0.9167091257532205,2.254453295591688,-2.2190062377136472,-3.065424897460278,3.6252801470878637,3.586090283518732,0.9425235688715249
0.6000000000000001,1.1569951655599373,2.549910013641631,-2.6025332433660706,-4.390225134551088,5.4742973529668735,5.341562584884581,0.9821330682315709
0.7000000000000001,1.4474036230161693,3.3167100068005975,-3.0010701738217502,-3.162000265333852,7.182127303281408,6.888533070168558,0.9947404796155815
0.8,1.8232812484574874,4.207195451328635,3.0899959391009766,-0.562279930933395,5.8614629622270575,5.699217576300276,0.9968080181419319
0.9,2.1102722130402474,1.7317280903249983,2.658068406800238,-7.187394236101109,-26.887791431030635,-17.454450838468922,0.992557258758675
1.0,2.2452237427052233,1.0507640509810647,1.9503700728276758,-6.42253128972646,-13.525420872730388,-11.78179670483191,0.9566957806330523
1.1,2.3301436566373046,0.5750289808697883,1.4455654817963577,-3.610505502930681,-8.906723555157022,-8.361156146090732,0.8526450710273191
1.2000000000000002,2.352410913668742,-0.15812878485346243,1.254237980122011,-0.20937165515115858,-7.1736238656494775,-6.8810372957254415,0.7722886204602212
1.3,2.2989899063368227,-0.863453623442906,1.4094669513194162,3.1878005880838707,-6.530025321033379,-6.307470283527438,0.83771581775301
1.4000000000000001,2.186683888013021,-1.2927636223942671,1.8810189834308906,6.085304259432997,-7.528055007606116,-7.19158784822926,0.9467820288165281
