time,x,x_dot,theta_wrapped,theta_dot,action,effective_force,point_loss
0.1,-0.15705719760184053,-2.9187081357990654,2.685737463511784,-8.141549512669968,-100.49794322274606,-19.998272289335006,0.9917415068578943
0.2,-0.44687652743576717,-2.8761009266128457,1.972385854447011,-5.927160734572627,-6.018450212539781,-5.843132179396829,0.9338974371708875
0.30000000000000004,-0.7730562292323124,-3.697670578078419,1.501132570930407,-3.3516667919769096,-13.042890427342266,-11.462237477861507,0.8321523705350093
0.4,-1.2156293925946213,-5.162919136499532,1.3474044587500016,0.3215420394000563,-17.95465432071899,-14.303841926725166,0.8544006183773889
0.5,-1.7853047585164896,-6.16640340196405,1.5561417772539592,3.6792751606720633,-11.024476819966107,-10.028737859486723,0.9494849588842724
0.6000000000000001,-2.342843107191453,-4.887898812029045,2.097042755460979,7.421692745879492,8.645326594878282,8.14427144341559,0.9876801146925236
0.7000000000000001,-2.6426997439581426,-1.175273370862246,-2.9324662374523456,17.861096154326024,63.68277390952914,19.931513016855824,0.9999353577619787
0.8,-2.8133214515104656,-2.3798140013872047,-1.330682410581641,14.160854657335463,17.26460718062983,13.958365889051391,0.9920678094586441
0.9,-3.033099095689173,-1.43631103698392,-0.08697714073971596,9.652153752917608,27.262217977739112,17.54225260570765,0.9189069194152971
1.0,-3.0236631016939937,1.4726835121957929,0.4505744957493576,1.9447115602956289,39.626511554151016,19.253683765446947,0.7445241351400593
1.1,-2.764415958494412,3.6772547093086243,0.41494512477894396,-2.617186555592699,24.660610399933077,16.86912234002868,0.7896625721480945
1.2000000000000002,-2.3262772219448684,5.110587356531693,-0.002166606793492676,-6.069921431064586,10.652302351314313,9.747551226689142,0.8652535289959938
1.3,-1.9056422545938727,3.3928201510526423,-0.3650655725325489,-1.67741973675811,-13.157387148896595,-11.538874642971049,0.6012322292227583
1.4000000000000001,-1.5891395582131427,2.958407961769607,-0.5310901660102445,-1.763251485311541,-4.351097568289602,-4.283726751656738,0.5385519651155306
1.5,-1.359308445815523,1.6803679456723204,-0.6222622286682764,-0.20334965369099095,-12.482884495664056,-11.080137719599332,0.4015324839583312
1.6,-1.261826011674302,0.2850654067786818,-0.5562307872232353,1.5686097745877505,-13.99404104449057,-12.083572476261594,0.32323793380514676
1.7000000000000002,-1.2950401987677211,-0.9674687034352147,-0.30705412599074045,3.662499429854181,-10.768398354727358,-9.835819433232873,0.3764562316829113
1.8,-1.3774474284342015,-0.6978286551956959,-0.013010339078554978,2.414133517782061,1.35775619223941,1.3556741752826376,0.2835289746187063
1.9000000000000001,-1.4234570889509814,-0.24872116642606476,0.16513260793484186,1.3129543691904275,3.1171858173512583,3.0921876765972476,0.2538202033975214
2.0,-1.4204507348005884,0.28858788361215665,0.24392351900952391,0.35264609852308554,4.243853591167896,4.1812860040433035,0.2489546047290856
2.1,-1.364152488193677,0.8273368119680421,0.2362276497621032,-0.4950844898039358,4.429725609621509,4.35868416543181,0.24821900931004526
2.2,-1.263313504485051,1.1894961149796972,0.1660277786501041,-0.956643353785377,3.069048763478261,3.045183893444718,0.23677625001254654
2.3000000000000003,-1.1376960311821454,1.3290058759481762,0.07088680953492066,-1.0181971878906597,1.3079355529378487,1.3060741710073531,0.20855982518917415
2.4000000000000004,-1.0068494346926917,1.2969817472740224,-0.018647345717203834,-0.8447865914915826,-0.10530902545678321,-0.10530805223746956,0.17252107618651957
2.5,-0.8849634221857394,1.150290264933425,-0.08607203621367887,-0.5624022879146581,-1.11143125101882,-1.1102885557480984,0.1370005498968695
2.6,-0.7808034641940056,0.941058654675298,-0.12498391458644065,-0.2533483956663638,-1.7091774217602422,-1.7050287087825131,0.10647721214437811
2.7,-0.6981141512537918,0.7183381349954067,-0.13589492651657054,0.020553657825145528,-1.892309689321179,-1.8866831274381446,0.08266752688059864
2.8000000000000003,-0.6361750449432029,0.5232435302845722,-0.12441769584388673,0.21390579328968995,-1.714665656537387,-1.710476928534808,0.06529186795666175
2.9000000000000004,-0.5910237991342201,0.38019762339174396,-0.0991738438619656,0.308671234626913,-1.313272647440197,-1.311388412338061,0.05296749899364239
3.0,-0.5572315423546622,0.29446184481877913,-0.06909515357741824,0.31609133509618925,-0.8472935056485098,-0.84678697151219,0.04428712680291347
3.1,-0.5295198588893024,0.25781361086898436,-0.04125012138063333,0.26350828298191953,-0.43133020489404955,-0.4312633447084146,0.03819275207141515
3.2,-0.5037449438045264,0.2556544992595798,-0.019945112937735487,0.18088441884146467,-0.12437525847403973,-0.12437365517687449,0.03383019968474177
3.3000000000000003,-0.47727652380028307,0.27209684689455277,-0.006823254704038106,0.09361453024921496,0.0556440307535457,0.055643887180420085,0.030459230306809748
3.4000000000000004,-0.44896392317633704,0.29319738247579935,-0.0014479595889689278,0.019655116661026397,0.11884300932063864,0.11884161059176068,0.0275035816943493
3.5,-0.41884777266250045,0.30886218567609436,-0.0020572791757409448,-0.031224845856151776,0.09334971020493968,0.09334903232326819,0.02461787347716926
3.6,-0.387743258616806,0.313543782488032,-0.0063166643156797875,-0.056728339748961215,0.015248852028870259,0.015248849074056563,0.021691215865929037
3.7,-0.3568076019620217,0.305869500352589,-0.011945958474814944,-0.060161737199676386,-0.08072158019344428,-0.08072114187990187,0.01878061533722708
3.8000000000000003,-0.3271793856720984,0.28756839870372974,-0.01714053902569468,-0.048030674902815096,-0.16755097955418205,-0.16754705990249766,0.016014355295253413
3.9000000000000004,-0.29973726884161006,0.2621394330871397,-0.020767872867249793,-0.02777298485658931,-0.22870384981476408,-0.2286938816211615,0.013511960653526778
4.0,-0.2749866025875821,0.23360521666833653,-0.022372817200674078,-0.006041767683516102,-0.2579499249375977,-0.25793562296059813,0.011343510242329491
4.1000000000000005,-0.25305520545916604,0.20555643802019044,-0.02205151478751155,0.012322372102029482,-0.25733257757691297,-0.2573183780359028,0.009524631570096642
4.2,-0.23376499556258554,0.18057594290147133,-0.02025888162575029,0.02465840003911482,-0.23420482284648006,-0.23419411795091477,0.00803098291656057
4.3,-0.21674202430228645,0.16003803396935218,-0.017606949891540324,0.030319657928991786,-0.19813791981427126,-0.19813143788180393,0.006816947141993435
4.4,-0.20153145596637062,0.14420743326782656,-0.014695893698242202,0.030167062940167497,-0.15834583051825724,-0.15834252204398663,0.005830295937191754
4.5,-0.1876934263954578,0.13252444271178906,-0.01200051507967892,0.02592618544577294,-0.121992152188317,-0.12199063929616359,0.005021131633344389
