optimised_on,model_horizon,model_horizon_seconds,optimisation_loss,model_loss_short,true_loss_short,true_loss_long,p_x,p_x_dot,p_theta,p_theta_dot
learned_model,10,1.0,0.032351177006824494,0.032351177006824494,0.08144387641520369,0.7757467565831729,-21.993705648041143,19.08525120993321,22.477488187715085,9.973188804011999
learned_model,20,2.0,0.029419768382078406,0.029419768382078406,0.07067959539887625,0.014454850170298739,7.260134283216546,15.873127164097863,30.075886700497232,8.799166903800689
learned_model,30,3.0,0.02059375305098788,0.02059375305098788,0.031370798684175076,0.009411742927037565,13.454801525066225,9.237082563218895,31.471449694743587,6.383460865865865
learned_model,40,4.0,0.016076988299958444,0.016076988299958444,0.02053230303645355,0.008212925848981503,12.683796640110492,6.859573798214987,30.938600210369625,5.4495865407058774
